post_id,mongo_id,platform,profile_url,source_stage,url,content_snippet,subtopic,nexus,violations,event,violations_str,violation_labels,violation_labels_str,reasoning,speech_type,intent,intensity_score,intensity_label,protected_expression,borderline,confidence,needs_url_enrichment,needs_fact_check,claim_to_verify,fact_check_note,enriched_from_url,fact_checked,skipped,status,stance,tone,target,polarity,sentiment_confidence,sentiment_reasoning,sentiment_skipped,sentiment_status
36765449776435413,6a53d8936dadc213c0cc9b9b,facebook,https://www.facebook.com/profile.php?id=61590517779849,search,https://www.facebook.com/groups/564766870263828/posts/36765449776435413/,"Sanjay Singh joins the CJP protest to address the pressing paper leak issue. He emphasizes that this isn't just a political matter, but a fight for the future of students. What are your thoughts on his stance? Let us know in the comments! #SanjaySingh #CJPProtest #PaperLeak #IndiaNews #JusticeForStudents #SonamWangchuk #cjp",cjp support,,['NONE'],,NONE,['NONE'],NONE,This is a news report about a politician joining the CJP protest and discussing the paper leak issue.,news_report,report on political support for CJP,1,low,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,pro_cjp,informative,cjp,positive,0.8,"The post reports Sanjay Singh joining the CJP protest and emphasizing it as a fight for students' future, aligning with CJP's goals.",FALSE,ok
1650590349371794,6a53d8be6dadc213c0cc9ba0,facebook,https://www.facebook.com/profile.php?id=100081617447436,search,https://www.facebook.com/groups/378108916619950/posts/1650590349371794/,"Amidst the ongoing tensions at Jantar Mantar, videos of CJP founder Abhijeet Dipke confronting Delhi Police officials have gone viral, sparking a heated debate online. While supporters view his actions as a desperate plea for basic necessities for student protesters, critics are questioning the nature of these encounters and whether such public confrontations are intended to intimidate law enforcement. With various clips circulating—some depicting emotional appeals and others suggesting staged…",cjp supporters,,['NONE'],,NONE,['NONE'],NONE,"This snippet reports on an event involving a CJP founder and police, presenting both supportive and critical viewpoints. It is news reporting.",news_report,report on CJP founder's confrontation with police,1,low,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,neutral_news,informative,cjp,neutral,0.8,"The post reports on the confrontation between Dipke and police, presenting both 'supporters' and 'critics' views, maintaining neutrality.",FALSE,ok
2074332076317581769,6a53d8c26dadc213c0cc9ba5,x,https://x.com/sharma_views,search,https://x.com/sharma_views/status/2074332076317581769,"RIGHT-WING PODCAST ACCIDENTALLY EXPOSES MODI’S ACCOUNTABILITY SHIELD 🚨 After mocking Sonam Wangchuk, CJP and protesters, they accidentally said the quiet part out loud. AJIT: If Pradhan resigns, CJP will claim credit. ANAND: He won’t resign because Modi’s shield is electoral https://t.co/FJsx8IZWtw",cjp podcast,,['NONE'],,NONE,['NONE'],NONE,"The post criticizes politicians and discusses political accountability, which falls under protected political criticism.",political_criticism,criticize political accountability and expose perceived flaws,2,low,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,anti_government,critical,government,negative,0.9,"The post criticizes Modi's 'accountability shield' and the government's refusal for Pradhan to resign, despite mocking CJP.",FALSE,ok
2073383828878762469,6a53d8c66dadc213c0cc9ba9,x,https://x.com/dblive15,search,https://x.com/dblive15/status/2073383828878762469,इंडिया' की CJI को चिट्ठी आखिर इस चिट्ठी में लिखा क्या? - @SarvamitraS Full Podcast Link : https://t.co/w0Z0qVr7Yn #dblive #news #RahulGandhi #CJP #CJILetter https://t.co/HWdHi1EfjL,cjp podcast,,['NONE'],,NONE,['NONE'],NONE,"This is a news report discussing a letter to the CJI related to CJP, which is protected expression.",news_report,report on CJP-related news,0,none,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,neutral_news,informative,cjp,neutral,0.8,"The post reports on 'India's letter to CJI' and asks what was written, indicating a news report about the CJP context.",FALSE,ok
2073387600476578151,6a53d8c66dadc213c0cc9baa,x,https://x.com/dblive15,search,https://x.com/dblive15/status/2073387600476578151,बॉम्बे हाई कोर्ट का वो फैसला जिसकी हो रही हर तरफ चर्चा-@SarvamitraS Full Podcast Link : https://t.co/eklptV6IJA #dblive #CJP #rahulgandhi #modi https://t.co/thH686FyVp,cjp podcast,,['NONE'],,NONE,['NONE'],NONE,"This is a news report discussing a Bombay High Court decision, mentioning CJP, which is protected expression.",news_report,report on legal news related to CJP,0,none,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,neutral_news,informative,none,neutral,0.8,"The post mentions a Bombay High Court decision being discussed, indicating a news report.",FALSE,ok
2074501189677338653,6a53d8c76dadc213c0cc9bad,x,https://x.com/unquote_in,search,https://x.com/unquote_in/status/2074501189677338653,"कॉकरोच जनता पार्टी के मंसूबे कितने खतरनाक ? #PodCast #KaviGauravSakshi #Poetry #ViralVideo #CJPProtest #UnquoteMedia PodCast, Kavi Gaurav Sakshi, Poetry, Viral Video, CJP Protest, Delhi Protest https://t.co/EW71wfhIGp",cjp podcast,,['NONE'],,NONE,['NONE'],NONE,"The phrase 'कॉकरोच जनता पार्टी के मंसूबे कितने खतरनाक ?' is rhetorical political criticism, not a direct call to violence or hate speech.",political_criticism,criticize CJP's intentions,2,low,TRUE,FALSE,0.9,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,anti_cjp,critical,cjp,negative,0.9,The question 'कॉकरोच जनता पार्टी के मंसूबे कितने खतरनाक ?' (How dangerous are the intentions of Cockroach Janta Party?) directly criticizes CJP.,FALSE,ok
2073746761483800934,6a53d8cd6dadc213c0cc9bb2,x,https://x.com/ThatsHerPoint,search,https://x.com/ThatsHerPoint/status/2073746761483800934,"Watch this exclusive podcast with @mayurjani sir as he reflects on his journey with Modi ji, takes a jibe at his charades, analyses the CJP phenomenon, and shares what he believes is the only way left for us to reclaim our democracy. https://t.co/gNYmqRKFxA https://t.co/ALmtavG5XY",cjp podcast,,['NONE'],,NONE,['NONE'],NONE,"This is a political commentary podcast analyzing the CJP phenomenon and discussing reclaiming democracy, which is protected expression.",political_criticism,analyze CJP and political landscape,2,low,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,anti_government,critical,government,negative,0.9,The phrase 'takes a jibe at his charades' (referring to Modi ji) and 'reclaim our democracy' indicates strong criticism of the government.,FALSE,ok
2073999381280567763,6a53d8d06dadc213c0cc9bb8,x,https://x.com/ThePrintHindi,search,https://x.com/ThePrintHindi/status/2073999381280567763,क्या कॉकरोच जनता पार्टी (CJP) जनता के बीच अपनी जगह बना पा रही है और इसका भविष्य क्या है? देखिए #PoliticsUnfiltered में दिप्रिंट के पॉलिटिकल एडिटर डीके सिंह @dksingh73 और नीलम पाण्डेय @NPDay की चर्चा https://t.co/fQHQcvQuq1 https://t.co/78gTJ1F2l3,cjp podcast,,['NONE'],,NONE,['NONE'],NONE,"This post is a news discussion about the Cockroach Janta Party (CJP) and its future, which is protected political commentary.",news_report,discuss CJP's political standing,1,low,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,neutral_news,informative,cjp,neutral,0.9,"News report discussing CJP's public standing and future, presented as a neutral discussion.",FALSE,ok
searxng_860b4b15b481adc6,6a53d8de6dadc213c0cc9bc4,youtube,,search,https://www.youtube.com/watch?v=z9zi5hWsNwk,Cockroach Janta Party Delhi Protest: Sonam Wangchuk भूख हड़ताल का दूसरा दिन | CJP | Abhijeet Dipke (8:27),cjp rajya sabha ban,,['NONE'],,NONE,['NONE'],NONE,"This snippet reports on a protest and hunger strike related to CJP, which is news reporting.",news_report,report on CJP protest,1,low,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,neutral_news,informative,cjp,neutral,0.9,Reports on CJP protest and Sonam Wangchuk's hunger strike without taking a side.,FALSE,ok
1471394981691779,6a53d9056dadc213c0cc9bcb,facebook,https://www.facebook.com/PMOIndiaReportCard,search,https://www.facebook.com/reel/1762843601393851/,"When will they stop this drama? #NEET #PaperLeak #Protest #CJP What is he doing? The Delhi Police immediately allowed the CJP protest to put up a tent and a tarpaulin to protect themselves from the rain. But Abhijeet Dipke insisted on using iron stands instead. The police also allowed the tarpaulin to be tied with ropes, but he kept insisting, ""I will use iron stands."" Jantar Mantar is government property. You cannot turn it into a permanent setup by insisting on installing iron stands. So, Abh…",cjp tarpaulin,,['NONE'],,NONE,['NONE'],NONE,"The post criticizes CJP's actions regarding protest setup, framing it as 'drama' and questioning their insistence on iron stands. This is political criticism.",political_criticism,criticize protest tactics,2,low,TRUE,FALSE,0.9,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,anti_cjp,critical,cjp,negative,0.9,Criticizes CJP and Abhijeet Dipke for 'drama' and insisting on iron stands for tarpaulin.,FALSE,ok
122111459859315686,6a53d9056dadc213c0cc9bcc,facebook,https://www.facebook.com/cockroachjanataparty47,search,https://www.facebook.com/reel/2542803232824773/,CJP Protest: Stopped from Putting Up Tarpaulin to Escape the Rain? Slogans Raised Against Police #sonamwangchuk #cjpprotest #cjp #dharmendrapradhan #neetpaperleak,cjp tarpaulin,,['NONE'],,NONE,['NONE'],NONE,The post reports on CJP protesters being stopped from putting up a tarpaulin and raising slogans against the police. This is news reporting on a protest event.,news_report,report protest events,1,low,TRUE,FALSE,0.9,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,anti_government,critical,police,negative,0.8,Reports CJP being stopped from putting up tarpaulin and slogans raised against police.,FALSE,ok
122105568003368064,6a53d9066dadc213c0cc9bcd,facebook,https://www.facebook.com/profile.php?id=61591041920859,search,https://www.facebook.com/reel/1524148612782301/,CJP Spokesperson Ashutosh Ranka Speaks on Delhi Police Over the Tarpaulin Issue #cjp #cjpprotest #jantarmantar #neetpaperleak #delhipolice,cjp tarpaulin,,['NONE'],,NONE,['NONE'],NONE,The post reports on a CJP spokesperson speaking about the tarpaulin issue with Delhi Police. This is news reporting on a protest-related statement.,news_report,report protest-related statement,1,low,TRUE,FALSE,0.9,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,neutral_news,informative,cjp,neutral,0.8,Reports CJP spokesperson speaking on the tarpaulin issue without clear stance.,FALSE,ok
1637879165012084,6a53d9076dadc213c0cc9bce,facebook,https://www.facebook.com/JournalistJayantiJha,search,https://www.facebook.com/reel/1059606480055791/,"Abhijit Dipke Found New Way To defame delhi police? Delhi police asked protesters at jantar mantar to not take tarpaulin inside protest site due to no official permission. But Dipke started blaming delhi police to force the students to be ill. Dipke can be seen in viral videos telling delhi police to have this tarpaulin inside, but delhi police denied the permission. (Abhijit Dipke, Delhi police, tarpaulin, Jantar Mantar, CJP Protest, Dipke With Delhi Police, Protest, NEET, Hunger Strike, Dharm…",cjp tarpaulin,,['NONE'],,NONE,['NONE'],NONE,The post accuses Abhijit Dipke of trying to 'defame Delhi police' over the tarpaulin issue. This is political criticism and accusation.,accusation,accuse protest leader of defamation,3,elevated,TRUE,TRUE,0.9,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,anti_cjp,critical,dipke,negative,0.8,The post accuses Abhijit Dipke of trying to 'defame Delhi police' by blaming them for not allowing tarpaulins.,FALSE,ok
122111501331337864,6a53d9086dadc213c0cc9bcf,facebook,https://www.facebook.com/cjpliveindia,search,https://www.facebook.com/reel/1766673597675779/,Abhijeet Dipke Injured At Jantar Mantar! In Severe Pain After Tarpaulin Scuffle With Authorities! 💔😰 #cockroachjantaparty #cjpprotest #cjp #MainBhiCockroach #AbhijeetDipke #SonamWangchuk #rushikantadhav #JantarMantarProtest #ChaloDilli #CJPDelhi #CockroachJanataParty #CJPVolunteers #CJPMovement #CJPYouthPower #CJPIndia #CockroachArmy #CJPStageChaos #StudentPower #EducationCrisis #AnshanAndolan #YouthRebellion #PradhanGoBack,cjp tarpaulin,,['NONE'],,NONE,['NONE'],NONE,"The post reports on Abhijeet Dipke being injured during a scuffle over a tarpaulin, expressing concern. This is news reporting on a protest incident.",news_report,report protest incident,2,low,TRUE,FALSE,0.9,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,pro_cjp,sympathetic,cjp,negative,0.9,Expresses sympathy for Abhijeet Dipke being injured and uses hashtags supporting CJP and criticizing Pradhan.,FALSE,ok
994803290057616,6a53d90a6dadc213c0cc9bd3,facebook,https://www.facebook.com/profile.php?id=100088186034675,search,https://www.facebook.com/watch/?ref=search&v=994803290057616&external_log_id=58fe30d4-2f56-43e6-acd4-3fad47405fe8&q=cjp+tarpaulin,CJP Protest: Stopped from Putting Up Tarpaulin to Escape the Rain? Slogans Raised Against Police SÃlâm Aap KI Awaaz #cjp #BJPGovernment #follower #Volkswagen #neemkarolibaba #booknow,cjp tarpaulin,,['NONE'],,NONE,['NONE'],NONE,The post reports on CJP protesters being stopped from putting up a tarpaulin and raising slogans against the police. This is news reporting on a protest event.,news_report,report protest events,1,low,TRUE,FALSE,0.9,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,anti_government,critical,police,negative,0.8,Reports CJP being stopped from putting up tarpaulin and mentions 'BJP Government' in a critical context.,FALSE,ok
4091550954478761,6a53d90b6dadc213c0cc9bd5,facebook,https://www.facebook.com/profile.php?id=61590931704015,search,https://www.facebook.com/watch/?ref=search&v=4091550954478761&external_log_id=58fe30d4-2f56-43e6-acd4-3fad47405fe8&q=cjp+tarpaulin,"Students Soak At CJP Protest! Abhijeet Dipke Begs At Police Feet To Allow Tarpaulin, But Cops Demand Higher Orders. #DelhiCJPprotest #CJP #paperleak #resigndpradhan #Delhipolice",cjp tarpaulin,,['NONE'],,NONE,['NONE'],NONE,"This post reports on the CJP protest and police interaction, criticizing police actions. It falls under protected political criticism.",news_report,report on protest and criticize police,2,low,TRUE,FALSE,0.9,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,anti_government,critical,police,negative,0.9,"Highlights students soaking and Dipke begging police for tarpaulin, criticizing police inaction and demanding Pradhan's resignation.",FALSE,ok
2075203320424341679,6a53d9176dadc213c0cc9bd7,x,https://x.com/Manchh_Official,search,https://x.com/Manchh_Official/status/2075203320424341679,The CJP protest at Jantar Mantar has entered its 20th day. Founder Abhijeet Dipke alleges Delhi Police denied permission to install tarpaulins despite heavy rain in the national capital. #Delhi #JantarMantar #AbhijeetDipke #BreakingNews @abhijeet_dipke https://t.co/53kQyV33Cd,cjp police roses,,['NONE'],,NONE,['NONE'],NONE,The post reports on the CJP protest and allegations against the Delhi Police. This is standard news reporting and political criticism.,news_report,report on protest and police actions,1,low,TRUE,FALSE,0.9,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,anti_government,critical,police,negative,0.8,Reports Dipke's allegation that Delhi Police denied permission for tarpaulins despite rain.,FALSE,ok
2073741597804843356,6a53d9186dadc213c0cc9bd8,x,https://x.com/NEWSPOPFFF,search,https://x.com/NEWSPOPFFF/status/2073741597804843356,"Delhi Police Is a Dictator' : Dipke's Fiery Attack Amid Jantar Mantar Protest Row DIPKE : ""I won't allow any other protest at Jantar Mantar today. Crowds only come on Sunday. Delhi Police is a dictator"" #cjp #cockroachjantaparty #AbhijeetDipke #delhi #newspop https://t.co/h3HWZQNkfb",cjp police roses,,['NONE'],,NONE,['NONE'],NONE,"This post quotes a protest leader criticizing the Delhi Police, which is protected political speech. The term 'dictator' is rhetorical.",political_criticism,criticize Delhi Police,2,low,TRUE,FALSE,0.9,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,anti_government,angry,police,negative,0.9,Directly quotes Dipke calling Delhi Police a 'Dictator' and expressing anger.,FALSE,ok
2075199407671386618,6a53d91a6dadc213c0cc9bd9,x,https://x.com/NEWSWALApy,search,https://x.com/NEWSWALApy/status/2075199407671386618,"#BREAKING - A video of CJP founder Abhijit Dipke falling at the feet of police is going viral on social media. He said, ""I request the police officers to allow us to set up tents so that the students on hunger strike can be protected from the rain."" https://t.co/ZvYTuacctC",cjp police roses,,['NONE'],,NONE,['NONE'],NONE,The post reports on a viral video of a protest leader's plea to police. This is news reporting on a protest event.,news_report,report on protest event,1,low,TRUE,FALSE,0.9,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,neutral_news,informative,dipke,neutral,0.9,Reports Dipke's actions and statement without taking a side.,FALSE,ok
2075219160930676831,6a53d91a6dadc213c0cc9bda,x,https://x.com/NewsDiggy,search,https://x.com/NewsDiggy/status/2075219160930676831,"दिल्ली के जंतर मंतर पर कॉकरोच जनता पार्टी (CJP) के धरने के दौरान गुरुवार को उस समय तनाव बढ़ गया जब पुलिस और प्रदर्शनकारियों के बीच झड़प हो गई। प्रदर्शनकारियों के अनुसार, बारिश से बचने के लिए वे कैनोपी (टेंट) नहीं लगाने दे रहे थे, जिसके बाद प्रदर्शनकारियों ने छाता (छत्र) साथ ले https://t.co/EjVzQlPG8T",cjp police roses,,['NONE'],,NONE,['NONE'],NONE,This post reports on a clash between police and protesters regarding canopies. It is a factual report of a protest event.,news_report,report on protest clash,2,low,TRUE,FALSE,0.9,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,neutral_news,informative,cjp,neutral,0.85,"Describes a clash between police and protesters, citing both sides' perspectives.",FALSE,ok
2075906738621149306,6a53d91b6dadc213c0cc9bdb,x,https://x.com/MahalaxmiRaman,search,https://x.com/MahalaxmiRaman/status/2075906738621149306,"#AbhijeetDipke of Cockroach Janta Party (#CJP) told Delhi Police officers during a #JantarMantar protest: ""I'm just 30. You've got 20–30 years of service left. This government won't stay forever."" The remarks appear directed at #DelhiPolice personnel (warning them of potential https://t.co/fWZ0s1lz9g",cjp police roses,,['NONE'],,NONE,['NONE'],NONE,"The post quotes a protest leader's remarks to police, which are a form of political criticism and warning. It does not call for violence.",political_criticism,criticize/warn Delhi Police,3,elevated,TRUE,TRUE,0.8,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,anti_cjp,critical,dipke,negative,0.8,"The post highlights Dipke's remarks to Delhi Police, framing them as a warning and implicitly criticizing his confrontational approach.",FALSE,ok
2076085598058926532,6a53d91b6dadc213c0cc9bdc,x,https://x.com/MochaMeetings,search,https://x.com/MochaMeetings/status/2076085598058926532,"Real students are back to their home and preparing for their future whereas all the useless and jobless are still gathered at one spot infront of police, Delhi's crime rate must have significantly decreased in the past few days. This is better than shahin bagh #cjp #abhijeetdipke https://t.co/7zr6t1uRFX",cjp police roses,,['NONE'],,NONE,['NONE'],NONE,"This post expresses a negative opinion about the CJP protesters, comparing them to 'useless and jobless' and Shahin Bagh. While critical, it is opinion and not hate speech or incitement.",political_criticism,criticize CJP protesters,3,elevated,TRUE,TRUE,0.8,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,anti_cjp,mocking,cjp,negative,0.9,"The post mocks CJP protesters as 'useless and jobless' and contrasts them with 'real students', implying the protest is illegitimate.",FALSE,ok
2075202604255375407,6a53d91c6dadc213c0cc9bdd,x,https://x.com/plus24x7,search,https://x.com/plus24x7/status/2075202604255375407,"Delhi Police के पैरों में गिरे CJP चीफ Abhijit Dipke, वीडियो इंटरनेट पर वायरल ! | Jantar Mantar @solanki3899 @CJP_for_India @DelhiPolice https://t.co/KYnP7OBrUG",cjp police roses,,['NONE'],,NONE,['NONE'],NONE,This post reports on a viral video of the CJP chief's interaction with police. It is news reporting.,news_report,report on protest event,1,low,TRUE,FALSE,0.9,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,neutral_news,informative,dipke,neutral,0.9,"Reports on Dipke's actions and the video going viral, without explicit judgment.",FALSE,ok
2075134229374226943,6a53d91c6dadc213c0cc9bdf,x,https://x.com/thepagetody,search,https://x.com/thepagetody/status/2075134229374226943,"#Delhi Police Blocks Tarpaulins at Jantar Mantar Protest Amid Heavy Rain Abhijeet Dipke of Cockroach Janta Party alleged that Delhi Police is preventing tarpaulins from entering the site, leaving students on a 12-day hunger strike exposed to rain. The protest demands https://t.co/S8LaX0nm5Z",cjp police roses,,['NONE'],,NONE,['NONE'],NONE,"The post reports on police actions at the Jantar Mantar protest, alleging obstruction of tarpaulins. This is news reporting and criticism.",news_report,report on protest and police actions,2,low,TRUE,FALSE,0.9,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,anti_government,critical,police,negative,0.8,"Highlights police preventing tarpaulins, leaving students exposed, which criticizes police action.",FALSE,ok
2075158499231936933,6a53d91d6dadc213c0cc9be0,x,https://x.com/LIVEINDIA_En,search,https://x.com/LIVEINDIA_En/status/2075158499231936933,‘Students Left In Rain’: Dipke Alleges Police Denied Tarpaulins https://t.co/jkU8mw2QNn via @Live India #CockroachJantaParty #CJP #AbhijeetDipke #JantarMantar #SonamWangchuk #DharmendraPradhan #DelhiPolice #ExaminationIrregularities #PaperLeak #StudentProtest #DelhiHighCourt,cjp police roses,,['NONE'],,NONE,['NONE'],NONE,"This is a news report about the CJP protest, focusing on allegations against the police regarding tarpaulins.",news_report,report on protest events and police actions,0,none,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,anti_government,critical,police,negative,0.8,"Reports Dipke's allegation that police denied tarpaulins, leaving students in rain.",FALSE,ok
2075227536301432971,6a53d91f6dadc213c0cc9be1,x,https://x.com/VikalpTimes,search,https://x.com/VikalpTimes/status/2075227536301432971,"पहले हाथ जोड़े, फिर पुलिस के पैरों में गिरे CJP चीफ़ CJP के चीफ अभिजीत दिपके ने सोशल मीडिया पर एक वीडियो शेयर किया है।वीडियो में वह दिल्ली पुलिस के जवानों के पैरों में बैठकर भूख हड़ताल पर बैठे छात्रों के लिए टेंट लगाने की अनुमति देने की अपील करते नजर आ रहे हैं। अभिजीत दिपके ने https://t.co/yFDoClMDrZ",cjp police roses,,['NONE'],,NONE,['NONE'],NONE,"This is a news report describing CJP chief Abhijeet Dipke's actions during the protest, appealing to the police.",news_report,report on protest events and leader's actions,0,none,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,neutral_news,informative,dipke,neutral,0.9,Reports Dipke's actions and appeal to police for tents without taking a side.,FALSE,ok
2075489961512784110,6a53d9206dadc213c0cc9be2,x,https://x.com/hnpnewz,search,https://x.com/hnpnewz/status/2075489961512784110,"▶️ #WATCH : CJP विरोध प्रदर्शन व भूख हड़ताल जंतर-मंतर दिल्ली ➡️ CJP प्रमुख अभिजीत दिपके ने विरोध स्थल पर तिरपाल लगाने की इजाज़त के लिए बार-बार गुहार लगाई, लेकिन भारी बारिश के बावजूद दिल्ली पुलिस अपनी बात पर अड़ी रही और इजाज़त देने से इनकार कर दिया। ➡️ आप उन्हें पुलिस के सामने https://t.co/2I1WteNaI4",cjp police roses,,['NONE'],,NONE,['NONE'],NONE,This is a news report detailing the CJP protest and the police's refusal to allow tarpaulins.,news_report,report on protest events and police actions,0,none,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,anti_government,critical,police,negative,0.85,Highlights police refusal to allow tarpaulin despite Dipke's pleas and heavy rain.,FALSE,ok
2075223539721126319,6a53d9216dadc213c0cc9be3,x,https://x.com/lakshaymehta08,search,https://x.com/lakshaymehta08/status/2075223539721126319,"CJP Abhijeet Dipke first pretended to fall at a police officer’s feet 😳 Then he made false allegations that Delhi Police is beating him: “Aap mujhe maar kyon rahe ho?” Thankfully, the whole incident was caught on camera. https://t.co/0eh4NtVNcP",cjp police roses,,['NONE'],,NONE,['NONE'],NONE,This post criticizes Abhijeet Dipke's actions as dramatic and makes an accusation of false allegations against the police.,political_criticism,criticize protest leader's behavior,2,low,TRUE,FALSE,0.9,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,anti_cjp,mocking,dipke,negative,0.9,"Accuses Dipke of pretending to fall and making false allegations, implying dishonesty.",FALSE,ok
2075263590509289531,6a53d9236dadc213c0cc9be5,x,https://x.com/hnpnewz,search,https://x.com/hnpnewz/status/2075263590509289531,"▶️ #WATCH : CJP Protest Jantar Mantar, Delhi ➡️CJP chief Abhijit Dipke repeatedly pleaded for permission to set up a tarpaulin at the protest site, but despite the heavy rain, the Delhi police remained adamant and refused to grant it. ➡️You can see him humbly asking for https://t.co/lud76uf9t2",cjp police roses,,['NONE'],,NONE,['NONE'],NONE,"This is a news report about the CJP protest, focusing on the police's refusal to allow tarpaulins despite rain.",news_report,report on protest events and police actions,0,none,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,anti_government,critical,police,negative,0.85,Highlights police refusal to allow tarpaulin despite Dipke's pleas and heavy rain.,FALSE,ok
2075149775553589624,6a53d9246dadc213c0cc9be6,x,https://x.com/hnpnewz,search,https://x.com/hnpnewz/status/2075149775553589624,"🚨 #WATCH | CJP Protest Jantar Mantar, Delhi 🚨 ➡️Protesters at Delhi's Jantar Mantar are being prevented from entering the protest site. ➡️Students have started a sit-in protest right outside the venue. ➡️A heavy police force has been deployed there. ➡️Amidst the rain, the https://t.co/1j3iCopEPY",cjp police roses,,['NONE'],,NONE,['NONE'],NONE,"This is a news report detailing the CJP protest, police deployment, and protesters being prevented from entering a site.",news_report,report on protest events and police presence,0,none,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,anti_government,critical,police,negative,0.8,Reports police preventing protesters from entering and students sitting outside in rain.,FALSE,ok
2075836040842260765,6a53d9256dadc213c0cc9be7,x,https://x.com/cjpparty_india,search,https://x.com/cjpparty_india/status/2075836040842260765,Abhijeet dipke angry with Delhi police in CJP protest https://t.co/Wq0hf3NpMv,cjp police roses,,['NONE'],,NONE,['NONE'],NONE,This is a brief news-like statement about Abhijeet Dipke being angry with Delhi police during the CJP protest.,news_report,report on protest leader's sentiment,1,low,TRUE,FALSE,0.9,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,neutral_news,informative,dipke,neutral,0.75,"Reports Dipke being angry with Delhi police, a factual observation.",FALSE,ok
2074729431827169713,6a53d9266dadc213c0cc9be8,x,https://x.com/AlternateMediaX,search,https://x.com/AlternateMediaX/status/2074729431827169713,"Abhijeet Dipke objected to Delhi Police clicking photos at CJP protest, claiming women felt uncomfortable. Meanwhile, a protester comfortably sleeps in public in just his underwear. #JantarMantar https://t.co/1YaBPlBjJR",cjp police roses,,['NONE'],,NONE,['NONE'],NONE,"This post criticizes Abhijeet Dipke's objection to police photos and contrasts it with a protester's behavior, implying hypocrisy.",political_criticism,criticize protest leader's actions and highlight perceived hypocrisy,2,low,TRUE,FALSE,0.9,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,anti_cjp,mocking,cjp,negative,0.85,"Mocks Dipke's objection to photos while highlighting a protester sleeping in underwear, implying hypocrisy.",FALSE,ok
2075153300203134985,6a53d9266dadc213c0cc9be9,x,https://x.com/hnpnewz,search,https://x.com/hnpnewz/status/2075153300203134985,"🚨 #WATCH | CJP Protest Jantar Mantar, Delhi 🚨 ➡️ Students are adamant to evacuate the present protest site. ➡️ Heavy police force deployment at there. ➡️ Additional police forces have been called in, and the situation could escalate at any moment. ➡️ The police have https://t.co/wrQmkyvLBr",cjp police roses,,['NONE'],,NONE,['NONE'],NONE,"This is a news report about the CJP protest, police deployment, and potential escalation of the situation.",news_report,report on protest events and police presence,0,none,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,neutral_news,informative,cjp,neutral,0.85,"Reports on the protest situation, police deployment, and potential escalation without taking a side.",FALSE,ok
2075236650641477912,6a53d9286dadc213c0cc9bea,x,https://x.com/FabulasGuy,search,https://x.com/FabulasGuy/status/2075236650641477912,-Police is making every possible effort for them -They are here for them 24*7 so they don’t face an difficulty He was requesting police by lying in feet Policemen doesn’t like it that he should not touch his feet Why he is making scene that Police tried to hit him? CJP is https://t.co/slBKA4yamK,cjp police roses,,['NONE'],,NONE,['NONE'],NONE,"The content describes a scene at a protest, questioning a protester's actions and police response. It is critical but not violative.",political_criticism,criticize protester's actions,2,low,TRUE,FALSE,0.9,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,anti_cjp,critical,cjp,negative,0.9,"The post criticizes the protester for 'making a scene' and implies police are helpful, not harmful.",FALSE,ok
